valid_n,human_grades_ai_supports_n,ai_drafts_human_reviews_n,selective_human_review_n,no_preference_n,universal_human_review_n,universal_human_review_percent,any_explicit_human_role_n,any_explicit_human_role_percent
169,66,45,28,30,111,65.7,139,82.2
