total_n,mean,standard_deviation,minimum,percentile_05,median,percentile_95,maximum,maximum_score_n,maximum_score_percent,displayed_range_n,displayed_range_percent
170,4.8,0.4365003372034187,2.25,4,5,5,5,121,71.17647058823529,165,97.05882352941177
