ai_comfort_score,ai_comfort,predicted_probability,standard_error,confidence_low_raw,confidence_high_raw,confidence_low,confidence_high,label_y,percent_label
0,Strongly disagree,0.010871597805272531,0.02808427330175919,-0.044172566398155255,0.06591576200870032,0,0.06591576200870032,0.10591576200870031,1%
1,Somewhat disagree,0.09625645480020072,0.03996858836632374,0.017919461089299607,0.1745934485111018,0.017919461089299607,0.1745934485111018,0.21459344851110182,10%
2,Neither agree nor disagree,0.41824319094803875,0.062193151109490266,0.29634685468838057,0.540139527207697,0.29634685468838057,0.540139527207697,0.580139527207697,42%
3,Somewhat agree,0.786640213005326,0.03614213518764138,0.7158029297131712,0.8574774962974809,0.7158029297131712,0.8574774962974809,0.897477496297481,79%
4,Strongly agree,0.9038396796393614,0.029441565554373286,0.8461352715043148,0.961544087774408,0.8461352715043148,0.961544087774408,1.001544087774408,90%
